ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΒΛΑΧΑΚΟΣ ΝΙΚΟΛΑΟΣ του Αντωνίου,ΔΟΥΝΙΑ ΠΑΝΑΓΙΩΤΑ (ΝΟΝΗ) του Δημητρίου,ΚΑΤΣΑΦΑΔΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΜΑΝΩΛΑΚΟΣ ΝΙΚΟΛΑΟΣ του Πέτρου,ΜΕΛΑΣ ΙΩΑΝΝΗΣ του Παναγιώτη,ΜΙΧΑΗΛΙΔΟΥ ΔΟΜΝΑ-ΜΑΡΙΑ του Αριστείδη,ΧΙΩΤΗ ΕΙΡΗΝΗ του Ανδρέα,ΣΥΡΙΖΑ,ΤΣΙΠΡΑΣ ΑΛΕΞΙΟΣ του Παύλου,ΓΕΝΝΙΑ ΓΕΩΡΓΙΑ του Σωκράτη,ΔΡΙΤΣΑΣ ΘΕΟΔΩΡΟΣ του Παναγιώτη,ΛΟΓΟΘΕΤΗ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΤΕΡΙΝΑ) του Στυλιανού,ΜΠΑΚΑΔΗΜΑ ΦΩΤΕΙΝΗ του Αγαθοκλή,ΜΠΕΛΑΒΙΛΑΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΦΩΤΙΑΔΗΣ ΧΡΗΣΤΟΣ του Παναγιώτη,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΘΑΝΑΣΙΑΔΗΣ ΛΑΖΑΡΟΣ (ΤΑΚΗΣ) του Θεοδώρου,ΒΟΥΡΕΞΑΚΗ - ΤΑΜΠΟΥΡΑΤΖΗ ΚΑΤΕΡΙΝΑ (ΚΑΤΙΝΑ) του Αναστασίου,ΒΡΟΝΤΑΚΗΣ ΑΝΔΡΕΑΣ του Παντελή,ΚΑΤΣΑΦΑΔΟΣ ΒΑΣΙΛΕΙΟΣ του Ηλία,ΚΟΥΚΟΥΔΑΚΗ ΜΑΡΙΑ (ΜΑΡΑ) του Ευάγγελου,ΜΠΙΣΤΙΝΑ ΔΕΣΠΟΙΝΑ του Απόστολου,ΣΠΑΝΑΚΟΣ ΝΙΚΟΛΑΟΣ του Σπύρου,Κ.Κ.Ε.,ΑΜΠΑΤΙΕΛΟΣ ΝΙΚΟΛΑΟΣ του Γεράσιμου,ΓΚΙΤΑΚΟΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΕΥΑΓΓΕΛΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Βασιλείου,ΚΟΤΕΑΣ ΑΛΕΞΑΝΔΡΟΣ του Νικολάου,ΚΥΖΙΛΗ ΕΥΣΤΡΑΤΙΑ ΟΛΥΜΠΙΑ του Κλεάνθη,ΛΕΩΤΣΑΚΟΥ ΑΝΝΑ του Σταύρου,ΣΤΑΜΑΤΕΛΟΥ ΔΗΜΗΤΡΑ του Σπυρίδωνα,Ελληνική Λύση - Κ. Βελόπουλος,ΚΟΝΤΟΜΑΝΩΛΗΣ ΣΤΑΜΑΤΙΟΣ του Νικολάου,ΜΑΔΥΤΙΝΟΥ ΑΓΡΙΠΠΙΝΑ του Αθανασίου,ΜΟΣΧΟΥ ΒΑΣΙΛΕΙΟΣ του Παράσχου,ΜΟΥΓΙΟΣ ΠΕΤΡΟΣ του Ναπολέοντος,ΠΑΝΟΥ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΣΚΥΛΙΤΣΗ ΑΝΝΑ του Γεωργίου,ΨΩΜΙΑΔΟΥ ΧΡΥΣΟΥΛΑ του Παναγιώτη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΒΛΑΝΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη-Παυλή,ΓΕΩΡΓΟΥΛΕΑ ΣΩΤΗΡΙΑ-ΚΥΡΙΑΚΗ (ΣΑΝΤΥ) του Κωνσταντίνου,ΓΚΟΥΜΑΣ ΙΩΑΝΝΗΣ (ΓΙΑΝΗΣ) του Αναστασίου,ΠΕΡΙΦΑΝΗΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΣΤΑΥΡΟΠΟΥΛΟΥ ΣΤΥΛΙΑΝΗ του Σταύρου,ΧΑΡΑΛΑΜΠΑΚΗΣ ΙΩΑΝΝΗΣ του Θεοδώρου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΙΣΣΑ ΜΑΡΙΑ του Χαραλάμπους,ΡΟΥΣΣΗΣ ΦΙΛΙΠΠΟΣ του Ευαγγέλου,Κ.Κ.Ε. (μ-λ),ΒΑΡΣΟΥ ΕΛΕΥΘΕΡΙΑ του Βασιλείου,ΜΠΑΪΡΑΚΤΑΡΗΣ ΑΝΑΣΤΑΣΙΟΣ του Χρήστου,ΤΣΙΚΝΑΣ ΑΝΤΩΝΙΟΣ του Δημητρίου,Ο.Κ.Δ.Ε.,ΖΕΡΜΑΛΙΑ ΕΙΡΗΝΗ του Στυλιανού,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΔΡΙΑΝΟΥ ΙΦΙΓΕΝΕΙΑ ΠΑΝΑΓΙΩΤΑ του Χαραλάμπους ,ΑΛΦΙΕΡΗΣ ΑΝΤΩΝΙΟΣ του Ευτυχίου,ΔΕΛΑΓΡΑΜΜΑΤΙΚΑ ΓΑΡΥΦΑΛΛΙΑ του Γεωργίου,ΔΙΑΒΟΛΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Στυλιανού,ΜΕΣΟΛΟΓΓΙΤΗ ΠΗΝΕΛΟΠΗ του Νικολάου,ΠΑΝΑΓΙΩΤΑΚΟΠΟΥΛΟΣ ΠΑΝΤΕΛΕΗΜΩΝ του Ευαγγέλου,ΤΑΒΟΥΛΑΡΗΣ ΜΑΤΘΑΙΟΣ ΒΕΝΙΑΜΙΝ ΑΝΤΡΕΑΣ του Ιωάννη,Κίνημα 21,ΠΕΤΤΑΣ ΠΑΝΑΓΙΩΤΗΣ του Γεωργίου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΠΑΡΑΣΚΕΥΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Θεοδώρου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΕΥΓΕΝΙΔΟΥ ΑΝΔΡΟΝΙΚΗ (ΝΙΚΗ) του Γεωργίου,ΤΟΥΜΠΟΥΛΙΔΗΣ ΙΟΡΔΑΝΗΣ του Γεωργίου,ΝΙΚΗ,ΚΑΨΑΛΗΣ ΣΠΥΡΟΣ του Δημητρίου,ΝΤΑΚΟΥΛΑΣ ΒΑΣΙΛΕΙΟΣ του Ευαγγέλου,ΡΕΤΣΟΣ ΠΑΝΑΓΙΩΤΗΣ του Αθανασίου,ΣΕΝΗ ΜΑΡΙΝΑ του Ευαγγέλου,ΧΑΡΜΠΗ ΑΡΕΤΗ του Λάμπρου,κοινωνία αξιών,ΚΟΤΡΟΖΟΣ ΑΧΙΛΛΕΥΣ του Κωνσταντίνου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΑΡΓΥΡΙΟΥ ΙΟΥΛΙΑ του Μιχαήλ,Ο.Α.Κ.Κ.Ε.,ΧΡΗΣΤΟΥ ΠΑΝΑΓΙΩΤΗΣ του Ευαγγέλου,Μ-Λ Κ.Κ.Ε.,ΝΙΚΗΤΑ ΑΔΑΜΑΝΤΙΑ του Δημητρίου,ΣΤΑΥΡΙΔΗΣ ΙΩΣΗΦ του Σταύρου,Ελλήνων Συνέλευσις,ΖΑΡΜΑΚΟΥΠΗΣ ΑΠΟΣΤΟΛΟΣ του Ιωάννη,ΘΕΜΕΛΗ ΕΛΕΝΗ του Αχιλλέα,ΘΕΟΔΩΡΟΠΟΥΛΟΥ ΕΛΕΝΗ του Θεοδώρου,ΣΚΑΝΤΖΟΣ ΒΑΣΙΛΕΙΟΣ του Εμμανουήλ,ΤΡΑΚΑ ΘΗΡΕΣΙΑ του Ιωάννη,ΤΣΟΡΗΣ ΣΩΤΗΡΙΟΣ του Κωνσταντίνου,ΧΑΤΖΗΓΙΑΝΝΗΣ ΜΙΧΑΗΛ του Γεωργίου,Ένωση Κεντρώων,ΘΕΟΦΙΛΟΠΟΥΛΟΥ ΟΥΡΑΝΙΑ - ΕΛΠΙΝΙΚΗ του Δημητρίου,ΚΑΣΙΜΑΤΗΣ ΓΕΩΡΓΙΟΣ του Βρεττού,ΚΟΚΚΙΝΟΠΑΝΗΣ ΛΕΩΝΙΔΑΣ του Δημητρίου,ΚΟΥΡΓΙΑΛΗ ΦΩΤΕΙΝΗ του Ιωάννη,ΛΑΟΥΤΑΡΗΣ ΕΜΜΑΝΟΥΗΛ του Ιωάννη,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΒΕΝΙΕΡΗ ΚΑΛΛΙΟΠΗ του Σπυρίδωνος,ΡΑΝΤΟΣ ΣΤΕΦΑΝΟΣ του Χαραλάμπου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΑΝΝΟΥΣΑΚΗΣ ΙΩΑΝΝΗΣ του Σταύρου,ΑΞΗΣ ΙΓΝΑΤΙΟΣ του Ηλία,ΕΥΘΥΜΙΟΥ ΓΕΩΡΓΙΑ του Χρήστου,ΙΩΑΝΝΙΔΗΣ - ΚΟΝΤΗΣ ΚΥΡΙΑΚΟΣ του Αχιλλέως,ΝΤΙΛΗ ΕΛΕΝΗ του Ιωάννη,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΑΝΑΣΤΑΣΟΠΟΥΛΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Παναγιώτη,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΒΟΒΟΛΗΣ ΦΑΙΔΩΝ του Ηλία,ΜΠΑΚΟΜΗΤΡΟΥ ΕΥΓΕΝΙΑ του Λουκά,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΔΕΠΑΣΤΑ ΓΙΑΝΝΟΥΛΑ του Παναγιώτη,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΚΟΥΒΑΤΣΟΣ ΠΕΤΡΟΣ του Ηλία,ΜΠΑΪΜΠΑΚΗΣ ΧΡΗΣΤΟΣ του Αντωνίου,ΜΠΟΓΡΗ ΚΩΝΣΤΑΝΤΙΝΑ του Θεοδώρου,Οικολόγοι Πράσινοι,ΜΗΤΡΟ ΖΑΧΑΡΟΥΛΑ του Αναστάση,ΜΗΤΡΟΣ ΑΧΙΛΛΕΑΣ του Αναστάση,ΠΕΤΡΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αλεξάνδρου,ΕΑΝ...,ΦΛΙΣΚΑΝΟΠΟΥΛΟΣ ΑΛΕΞΑΝΔΡΟΣ του Γεωργίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΔΗΜΟΥΛΗ ΑΝΔΡΙΑΝΗ του Νικολάου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΟΥΣΟΥΡΗΣ ΠΕΤΡΟΣ του Δημητρίου,ΣΟΦΙΟΥ ΠΑΝΑΓΙΩΤΑ (ΝΟΤΑ) του Στυλιανού,ΤΖΙΚΑ ΒΑΣΙΛΙΚΗ του Δημητρίου,ΤΡΙΑΝΤΑΦΥΛΛΟΥ ΠΑΥΛΟΣ του Γεωργίου
40 - Α' Πειραιώς,95 E.T. Δήμου Πειραιώς,533,313,8,3,11,302,149,36,26,60,27,25,55,16,55,0,8,16,8,6,17,2,17,2,5,2,7,4,5,4,23,10,2,2,2,7,8,6,9,2,0,2,3,1,2,1,9,0,3,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,5,2,2,8,5,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,2,1,1,1,4,2,1,0,1,2,1,1,1,0,1,2,2,0,0,0,0,1,1,0,1,1,0,0,0,9,2,4,3,0
40 - Α' Πειραιώς,96 E.T. Δήμου Πειραιώς,539,304,6,0,6,298,138,31,28,51,23,19,70,8,48,0,3,13,8,7,17,4,23,2,1,7,5,6,4,1,29,9,2,0,4,4,5,9,11,4,1,3,1,0,4,3,14,3,3,1,1,3,1,0,0,0,3,2,1,1,1,0,1,0,0,1,0,1,0,0,3,1,1,1,1,1,1,7,5,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,1,1,1,0,0,0,0,3,3,2,1,1,1,0,0,8,0,2,5,2
40 - Α' Πειραιώς,97 E.T. Δήμου Πειραιώς,535,291,8,3,11,280,147,39,28,53,32,18,61,13,54,0,2,19,6,5,13,6,13,4,3,1,6,1,0,2,24,10,1,4,1,2,4,9,5,0,0,2,0,1,3,0,6,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,2,3,2,1,2,2,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,4,2,2,2,1,0,0,0,10,0,3,2,1
40 - Α' Πειραιώς,98 E.T. Δήμου Πειραιώς,538,297,12,4,16,281,125,38,22,55,23,16,58,8,65,0,11,23,13,13,13,3,20,7,3,4,6,5,0,3,25,18,5,1,2,2,3,11,3,0,0,0,1,0,2,0,11,3,5,2,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,1,1,6,3,0,1,1,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,1,1,0,0,2,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,10,3,4,5,2
40 - Α' Πειραιώς,99 E.T. Δήμου Πειραιώς,559,310,9,3,12,298,148,27,19,65,14,25,58,11,54,0,7,11,11,6,12,14,12,3,0,0,4,2,0,1,20,9,2,2,2,2,3,3,8,3,0,1,0,0,2,1,4,2,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2,1,2,1,3,2,2,9,3,1,3,5,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,2,1,2,1,2,2,1,0,0,4,3,0,0,0,0,1,1,0,1,2,1,0,0,15,6,6,6,2
40 - Α' Πειραιώς,100 E.T. Δήμου Πειραιώς,529,264,6,4,10,254,122,23,21,60,29,11,33,3,49,0,6,5,5,6,6,10,16,5,2,4,4,3,8,2,10,3,1,1,0,2,1,2,11,4,2,2,1,3,5,2,8,4,2,3,1,1,1,1,1,1,0,0,0,0,0,0,4,1,0,1,0,1,0,0,0,0,3,1,1,0,0,11,5,2,0,4,2,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,0,0,0,8,0,2,3,2
40 - Α' Πειραιώς,101 E.T. Δήμου Πειραιώς,520,256,2,5,7,249,112,26,28,52,16,23,32,5,39,0,7,7,7,4,8,5,8,4,2,1,4,2,1,0,37,21,7,2,5,14,5,5,5,0,2,3,0,1,1,1,3,0,0,0,0,0,0,2,0,2,2,1,1,0,0,0,2,1,0,0,0,1,0,1,1,1,2,1,1,0,0,11,6,1,0,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,2,1,1,0,0,1,3,3,2,1,1,1,2,2,6,1,1,4,1
40 - Α' Πειραιώς,102 E.T. Δήμου Πειραιώς,525,144,8,1,9,135,57,10,14,26,4,12,24,3,32,0,7,6,6,4,9,5,5,4,2,2,0,0,0,0,11,6,0,1,2,3,4,0,5,1,2,3,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,1,1,8,5,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,1,2,1,2,1,0,0,1,0,0,0,0
40 - Α' Πειραιώς,103 E.T. Δήμου Πειραιώς,523,79,3,1,4,75,31,14,3,12,8,5,8,0,26,0,9,4,6,0,1,8,2,0,0,0,0,0,0,0,3,1,0,0,1,0,1,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
40 - Α' Πειραιώς,104 E.T. Δήμου Πειραιώς,517,82,0,0,0,82,34,8,7,13,7,5,14,4,20,0,2,3,5,2,3,2,1,0,1,0,0,0,1,0,11,3,2,4,1,1,1,1,3,0,1,1,0,0,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40 - Α' Πειραιώς,105 E.T. Δήμου Πειραιώς,539,168,1,0,1,167,87,26,14,43,22,11,24,6,34,16,3,8,7,6,8,5,9,3,1,1,2,2,1,1,12,7,3,0,2,2,5,1,6,2,1,0,1,1,3,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,2,2,0
40 - Α' Πειραιώς,106 E.T. Δήμου Πειραιώς,624,398,5,0,5,393,219,51,42,107,48,27,72,7,64,34,9,19,8,10,15,4,23,6,1,4,8,5,2,1,15,5,2,2,4,3,4,2,12,2,2,1,1,1,4,3,12,2,0,2,1,3,2,1,1,0,1,1,0,1,0,0,3,1,1,0,0,0,0,1,2,2,4,4,5,1,1,6,1,1,0,3,2,0,0,0,0,0,0,1,1,1,2,1,1,0,1,0,0,1,2,1,1,0,0,0,1,1,0,2,0,0,0,1,2,0,0,3,3,3,0,0,0,0,0,0,3,2,1,1,0,0,0,0,12,2,10,9,0
40 - Α' Πειραιώς,107 E.T. Δήμου Πειραιώς,533,306,7,4,11,295,145,43,24,67,13,22,62,2,52,0,8,12,15,3,19,3,12,2,4,1,1,0,3,1,23,7,6,0,1,4,5,6,8,3,1,0,0,1,2,1,8,0,1,1,1,1,2,2,1,1,1,1,0,0,0,0,4,1,0,0,3,1,0,0,1,1,6,4,3,2,1,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,5,4,2,1,0,0,0,0,16,2,6,5,0
40 - Α' Πειραιώς,108 E.T. Δήμου Πειραιώς,534,294,3,0,3,291,132,35,26,62,19,18,43,6,59,0,15,16,10,4,11,10,18,1,3,5,7,4,3,1,21,9,2,1,3,7,3,1,9,1,2,0,1,0,5,1,6,2,3,2,1,1,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,2,0,2,1,1,4,2,1,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,3,3,2,2,1,0,0,4,0,3,2,1,0,0,0,0,4,1,0,1,1,1,1,0,13,2,4,6,2
40 - Α' Πειραιώς,109 E.T. Δήμου Πειραιώς,532,288,8,2,10,278,139,41,24,68,28,18,47,11,46,0,5,15,10,9,12,4,7,0,1,0,2,2,2,0,29,13,4,0,2,4,5,9,6,4,3,1,1,2,1,0,11,2,4,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,2,1,9,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,4,3,0,2,0,2,1,0,3,1,0,2,1,0,0,0,0,2,1,1,0,0,0,0,0,11,1,6,4,3
40 - Α' Πειραιώς,110 E.T. Δήμου Πειραιώς,528,305,5,0,5,300,140,35,29,40,35,17,62,11,62,62,6,10,11,5,9,12,19,5,3,4,7,6,2,2,26,7,3,3,2,1,4,7,4,0,1,0,0,0,2,0,10,3,3,2,0,4,1,0,0,0,1,1,0,1,0,0,2,0,0,0,1,1,1,0,2,1,4,1,1,1,1,3,0,3,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3,0,0,2,0,2,0,0,1,1,1,1,1,2,2,0,0,2,2,1,1,1,1,0,0,13,7,4,1,7
40 - Α' Πειραιώς,111 E.T. Δήμου Πειραιώς,525,308,5,1,6,302,169,30,21,75,31,29,67,13,48,23,6,11,13,4,8,9,15,3,1,2,1,2,0,5,19,8,0,3,6,3,5,1,5,0,0,2,1,0,3,1,6,3,1,1,0,1,1,0,0,0,1,0,0,0,0,0,5,0,0,1,2,0,2,1,0,0,0,0,5,3,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,2,2,2,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,1,1,1,0,14,2,6,6,2
40 - Α' Πειραιώς,112 E.T. Δήμου Πειραιώς,531,306,11,0,11,295,162,46,21,72,27,18,67,8,39,0,4,9,9,5,16,3,10,0,2,2,5,4,1,0,23,12,2,1,3,4,8,5,15,4,2,3,1,2,6,7,8,3,5,1,0,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,2,1,1,4,2,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,1,0,1,0,0,0,0,1,1,4,3,1,0,3,2,0,1,4,2,0,0,9,4,3,5,1
40 - Α' Πειραιώς,113 E.T. Δήμου Πειραιώς,528,312,4,1,5,307,160,48,30,55,23,21,61,5,48,0,9,11,21,7,13,0,10,2,4,1,6,3,3,0,24,7,1,1,4,2,12,7,10,3,1,2,3,0,3,0,11,4,5,0,0,4,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,2,1,1,7,4,3,7,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,12,2,6,2,2
40 - Α' Πειραιώς,114 E.T. Δήμου Πειραιώς,529,319,8,6,14,305,161,35,27,65,26,23,76,5,58,22,6,6,13,9,11,5,11,0,2,2,4,2,2,1,11,4,3,1,4,1,3,1,8,2,1,4,1,1,4,2,9,1,5,0,0,6,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,1,1,0,0,8,2,4,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,3,0,1,0,1,0,0,0,2,2,1,0,0,2,1,0,2,5,1,1,0,0,0,0,0,10,2,2,4,4
40 - Α' Πειραιώς,115 E.T. Δήμου Πειραιώς,513,291,10,4,14,277,135,46,18,56,21,26,58,5,51,4,14,18,13,10,17,11,16,4,4,1,3,8,2,1,24,10,3,2,8,6,6,7,11,4,1,3,2,1,4,4,7,0,4,2,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,1,0,0,0,0,8,1,2,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,4,3,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,11,1,4,6,2
40 - Α' Πειραιώς,116 E.T. Δήμου Πειραιώς,521,286,5,0,5,281,143,46,23,66,23,23,47,9,49,0,6,15,7,7,11,7,18,6,4,2,5,6,4,1,18,3,0,2,1,5,7,6,11,1,0,5,2,0,5,0,10,6,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,8,5,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,2,1,0,0,0,0,2,1,0,0,1,1,0,0,12,4,5,1,3
40 - Α' Πειραιώς,117 E.T. Δήμου Πειραιώς,519,301,7,2,9,292,154,47,31,66,24,26,50,7,56,56,8,11,9,4,17,11,11,3,1,0,2,4,0,2,11,4,4,0,3,5,5,0,10,2,1,0,0,4,5,1,7,1,4,0,0,4,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,6,1,1,1,3,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7,1,3,0,3,3,3,1,1,4,1,2,2,1,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,2,0,0,0,11,4,4,3,4
40 - Α' Πειραιώς,118 E.T. Δήμου Πειραιώς,531,315,9,1,10,305,143,36,21,73,20,24,43,7,46,46,5,10,4,5,18,5,26,4,5,3,9,7,3,4,17,8,1,0,3,3,5,6,11,6,2,2,2,3,4,3,8,4,3,2,1,2,0,2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,7,3,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,0,1,2,1,0,0,0,1,1,1,3,0,2,1,1,2,1,1,0,1,1,0,1,1,23,1,12,14,7
40 - Α' Πειραιώς,119 E.T. Δήμου Πειραιώς,530,301,3,2,5,296,135,34,24,55,14,24,62,4,66,66,10,17,15,8,20,8,10,3,0,3,3,4,3,0,33,10,4,5,5,4,9,9,16,6,1,3,3,0,3,2,4,2,1,1,2,0,1,0,0,0,2,1,0,1,0,0,2,0,0,1,0,1,0,0,0,0,4,2,0,0,0,8,0,4,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,2,2,2,0,0,1,0,0,3,2,0,0,0,0,2,2,2,0,0,0,0,0,5,0,2,4,1
