ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΓΙΑΝΝΙΚΟΥΡΗΣ ΑΝΤΩΝΙΟΣ του Εμμανουήλ,ΕΜΜΑΝΟΥΗΛ ΑΙΚΑΤΕΡΙΝΗ-ΣΤΥΛΙΑΝΗ του Αντωνίου,ΙΑΤΡΙΔΗ ΤΣΑΜΠΙΚΑ (ΜΙΚΑ) του Ιωάννη,ΚΟΝΣΟΛΑΣ ΕΜΜΑΝΟΥΗΛ (ΜΑΝΟΣ) του Νικία,ΠΑΠΠΑΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΥΨΗΛΑΝΤΗΣ ΒΑΣΙΛΕΙΟΣ-ΝΙΚΟΛΑΟΣ του Αναστασίου,ΦΤΑΚΛΑΚΗ ΠΑΡΑΣΚΕΥΗ-ΕΛΕΥΘΕΡΙΑ (ΛΙΤΣΑ) του Παναγιώτη,ΣΥΡΙΖΑ,ΤΣΙΠΡΑΣ ΑΛΕΞΙΟΣ του Παύλου,ΓΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Θωμά,ΓΙΑΝΝΑΡΟΥ ΣΤΥΛΙΑΝΗ (ΣΤΕΛΛΑ) του Νικολάου,ΚΑΜΑΤΕΡΟΣ ΗΛΙΑΣ του Ιωάννη,ΚΑΡΑΓΙΑΝΝΗ ΧΡΥΣΟΥΛΑ (ΧΡΥΣΑ) του Σάββα,ΚΑΣΣΑΡΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΣΑΡΑΝΤΗ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΤΕΡΙΝΑ) του Βασιλείου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΒΟΛΟΝΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Μιχαήλ,ΓΑΒΑΛΑ ΚΑΤΕΡΙΝΑ του Νικολάου,ΚΟΥΝΑΚΗΣ ΠΑΝΑΓΙΩΤΗΣ του Πέτρου,ΝΙΚΗΤΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΟΙΚΟΥΤΑ ΕΛΕΥΘΕΡΙΑ του Ευριπίδη,ΧΑΝΙΩΤΗΣ ΜΙΧΑΗΛ του Φραγκίσκου,ΧΑΤΖΗΔΙΑΚΟΣ ΦΩΤΙΟΣ του Στέργου,Κ.Κ.Ε.,ΑΓΓΕΛΟΥ ΙΩΑΝΝΗΣ του Γεωργίου,ΓΟΥΡΛΑ ΔΕΣΠΟΙΝΑ του Νικολάου,ΚΟΥΝΤΟΥΡΗ ΘΕΑΝΩ του Εμμανουήλ,ΜΑΚΡΗ ΚΥΡΙΑΚΗ (ΚΙΚΗ) του Νικολάου,ΠΟΤΣΟΣ ΚΑΛΕΤΟΣ (ΤΑΚΗΣ) του Κωνσταντίνου,ΤΣΟΥΚΑΛΑΣ ΓΕΩΡΓΙΟΣ του Μάμμα,ΦΡΑΖΗΣ ΝΙΚΟΛΑΟΣ ΝΕΚΤΑΡΙΟΣ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΝΤΩΝΟΓΛΟΥ ΜΑΡΙΚΑ του Κυριάκου,ΓΑΒΑΛΑΣ ΧΑΡΑΛΑΜΠΟΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΚΑΛΥΜΙΑΛΑΡΗΣ ΜΙΧΑΗΛ του Ιωάννη,ΚΑΡΑΜΠΑΤΗΣ ΜΙΧΑΗΛ του Ιωάννη,ΛΥΚΟΠΑΝΤΗ ΕΙΡΗΝΗ του Ηλία,ΜΑΝΟΥΣΟΥ ΕΛΕΝΗ του Δαμιανού,ΠΑΠΟΥΤΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Στέφανου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΛΑΒΕΡΑΣ ΦΙΛΙΠΠΟΣ του Κωνσταντίνου,ΚΑΝΕΤΑΚΗΣ ΓΕΩΡΓΙΟΣ του Θεμιστοκλή,ΚΟΡΑΚΙΑΝΙΤΗ ΠΑΡΑΣΚΕΥΗ (ΒΟΥΛΑ) του Σπυρίδωνα,ΜΠΑΡΑΚΑΣ ΑΘΑΝΑΣΙΟΣ του Αντωνίου,ΠΑΠΑΓΕΩΡΓΙΟΥ ΔΗΜΗΤΡΙΟΣ του Σάββα,ΣΟΥΛΟΥ ΑΝΝΑ (ΑΝΝΕΤΑ) του Νικολάου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΑΝΛΗ ΜΑΡΙΑ του Ελπιδοφόρου,ΜΕΝΤΙΣΟΠΟΥΛΟΥ ΑΝΝΑ του Κυριάκου,ΜΠΕΛΛΟΣ ΑΠΟΣΤΟΛΟΣ του Βασιλείου,Κ.Κ.Ε. (μ-λ),ΜΠΑΚΑΣ ΑΓΓΕΛΟΣ του Βασιλείου,Ο.Κ.Δ.Ε.,ΚΟΛΙΟΥ ΞΑΝΘΗ του Ιωάννη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΑΘΟΠΟΥΛΗ ΧΡΥΣΑΝΘΗ ΑΛΚΗΣΤΗ του Σακελλάριου Νικόλαου,ΚΟΜΗΝΕΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΚΥΠΡΙΩΤΗΣ ΛΑΜΠΡΟΣ του Μιχαήλ,Κίνημα 21,ΔΗΜΗΤΡΑΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΑΦΣΑΡΙΔΗ ΚΡΥΣΤΑΛΙΑ του Προδρόμου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΒΡΟΥΒΑΣ ΓΕΩΡΓΙΟΣ του Αντωνίου,ΚΑΠΕΤΑΝΑΚΗ ΙΩΑΝΝΑ του Ανδρέα,ΣΤΕΦΑΝΑΚΗ ΜΑΡΙΑ του Χρήστου,ΝΙΚΗ,ΝΤΟΥΦΑΣ ΘΕΟΦΑΝΗΣ του Γεωργίου,ΠΑΠΑΣΤΑΜΑΤΑΚΗΣ ΣΤΑΜΑΤΙΟΣ του Γεωργίου,ΠΑΡΑΣΧΗ ΑΝΑΣΤΑΣΙΑ του Αντωνίου,κοινωνία αξιών,ΧΙΩΤΙΝΗ (ΚΥΒΕΛΟΥ) ΣΤΕΛΛΑ-ΣΟΦΙΑ του Ιωάννου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΓΑΖΑΚΗ ΖΩΗ του Παντελή,Ο.Α.Κ.Κ.Ε.,ΚΑΡΑΚΑΤΣΑΝΗΣ ΦΡΑΝΤΖΕΣΚΟΣ του Ιωάννη,Μ-Λ Κ.Κ.Ε.,ΑΜΑΛΛΟΥ ΘΕΜΙΣ του Αναστάσιου,Ελλήνων Συνέλευσις,ΗΡΑΚΛΕΙΔΗΣ ΕΥΑΓΓΕΛΟΣ του Νικολάου,ΚΑΛΑΒΡΙΑ ΓΕΩΡΓΙΑ του Μιχαήλ,ΜΟΣΧΗ ΤΣΑΜΠΙΚΑ του Κυριάκου,ΜΠΕΛΕΓΡΗΣ ΣΩΤΗΡΙΟΣ ΣΑΒΒΑΣ του Ηλία,ΠΑΠΑΔΟΠΟΥΛΟΥ ΠΑΡΘΕΝΑ του Αντωνίου,ΦΕΛΕΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Παναγιώτη,ΧΑΤΖΗΔΗΜΗΤΡΙΟΥ ΕΜΜΑΝΟΥΗΛ του Ευστάθιου,Ένωση Κεντρώων,ΑΝΔΡΕΑΔΗΣ ΔΙΑΜΑΝΤΗΣ του Ευστρατίου,ΑΧΛΑΔΗ ΤΟΥΛΑ (ΠΑΜΕΛΑ) του Νικολάου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΖΑΧΑΡΙΑΣ ΣΑΒΒΑΣ του Παναγιώτη,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΧΑΡΑΛΑΜΠΙΔΗΣ ΑΛΕΞΙΟΣ του Γεωργίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΤΖΑΝΗΣ (ΖΑΝΝΗΣ) ΙΩΑΝΝΗΣ του Νικολάου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΧΑΛΚΙΤΗΣ ΔΗΜΗΤΡΙΟΣ του Μιχαήλ,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΠΕΤΡΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ του Βασιλείου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΧΑΤΖΗΙΩΑΝΝΟΥ ΕΥΑΓΓΕΛΟΣ του Γεωργίου,Οικολόγοι Πράσινοι,ΔΕΛΛΑΤΟΛΑ ΑΝΝΑ του Ματθαίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΖΑΖΑΝΗ ΑΘΑΝΑΣΙΑ του Αναστασίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΘΑΝΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αθανασίου,ΛΑΪΝΑ ΜΑΡΙΑ του Αθανασίου,ΠΑΝΑΗ ΕΥΑΓΓΕΛΙΑ του Μιχαήλ,ΣΑΒΒΙΔΑΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ (ΚΩΣΤΗΣ) του Νικολάου,ΧΑΛΚΙΑΣ ΙΩΑΝΝΗΣ του Βασιλείου
52 - Δωδεκανήσου,117 E.T. Δήμου Κω,542,319,6,4,10,309,134,61,15,45,39,32,16,6,38,0,1,2,15,5,3,6,45,8,23,7,22,0,4,7,12,5,1,1,5,1,0,1,22,7,2,15,2,1,4,2,9,3,5,0,0,2,3,12,4,7,6,0,0,2,2,1,1,0,0,1,0,0,0,2,2,0,1,10,8,2,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,2,2,0,0,1,1,6,4,0,0,6,0,6,2,0,0
52 - Δωδεκανήσου,118 E.T. Δήμου Κω,484,261,11,1,12,249,101,44,13,21,48,30,16,3,32,0,1,0,23,1,1,2,55,8,26,11,32,3,0,14,13,4,0,1,5,0,2,5,14,3,5,7,2,3,0,4,5,1,0,2,0,1,3,5,5,3,2,0,0,0,0,1,1,0,1,0,0,2,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,2,1,0,0,0,0,0,0,5,4,1,1,0,0,3,3,1,0,6,2,0,0,2,0
52 - Δωδεκανήσου,119 E.T. Δήμου Κω,611,378,16,7,23,355,145,60,18,30,41,41,22,9,61,0,1,5,29,2,6,7,62,14,41,5,27,1,2,3,16,6,3,0,11,0,0,2,17,5,7,5,1,1,6,4,8,7,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,5,2,4,2,6,4,3,3,0,0,0,0,0,0,0,0,3,1,1,0,0,0,2,1,1,1,0,2,2,0,0,2,2,2,1,3,2,0,0,3,3,0,0,14,7,8,5,1,0
52 - Δωδεκανήσου,120 E.T. Δήμου Κω,492,293,17,1,18,275,132,49,4,26,38,73,14,5,41,0,2,2,22,5,6,2,45,8,24,2,29,0,2,5,13,5,1,1,8,1,1,1,21,6,3,8,1,2,2,4,4,2,0,1,2,0,1,2,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,0,1,1,0,0,3,3,1,1,3,1,2,0,0,0
52 - Δωδεκανήσου,121 E.T. Δήμου Κω,625,388,16,4,20,368,128,40,10,33,23,51,23,7,59,0,6,9,28,2,10,4,66,7,39,6,35,1,2,11,31,18,1,0,22,0,3,3,30,7,14,3,4,3,4,6,4,2,3,1,0,0,1,7,1,3,5,1,1,0,0,2,0,0,0,3,3,0,0,2,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,3,1,2,1,0,0,1,1,2,2,1,0,0,3,2,1,0,1,0,2,0,0,0,5,2,1,1,14,3,8,3,5,2
52 - Δωδεκανήσου,122 E.T. Δήμου Κω,486,235,5,4,9,226,101,45,5,27,24,42,7,3,43,0,3,6,31,3,6,2,52,5,40,0,33,2,0,11,8,2,1,0,4,0,0,1,7,0,2,4,0,0,2,3,3,3,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,2,0,0,1,0,1,0,2,1,1,1,1,0
52 - Δωδεκανήσου,123 E.T. Δήμου Κω,591,382,27,4,31,351,184,76,16,42,40,79,31,15,34,0,2,3,19,4,8,3,45,8,25,2,31,2,1,5,9,6,2,1,5,0,0,3,18,10,5,5,3,2,3,7,8,5,1,2,1,1,3,6,4,3,4,1,0,0,0,3,2,2,0,5,5,3,3,2,2,0,1,14,13,6,6,0,0,1,1,0,0,0,0,2,1,1,0,1,0,1,0,3,2,1,0,0,3,3,1,1,1,1,2,2,1,0,2,1,0,0,3,0,1,1,0,0
52 - Δωδεκανήσου,124 E.T. Δήμου Κω,513,282,5,0,5,277,138,53,11,20,46,67,7,2,60,0,3,4,35,9,6,7,43,4,28,4,25,0,1,8,8,1,1,1,4,1,1,4,4,3,4,0,0,0,0,1,7,4,2,0,0,1,3,4,3,1,2,0,0,0,0,3,0,3,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,3,2,2,0,0,1
52 - Δωδεκανήσου,125 E.T. Δήμου Κω,488,294,6,3,9,285,115,42,5,28,41,53,12,5,60,0,4,7,37,5,2,11,45,5,22,3,29,0,3,7,9,4,1,1,6,1,1,1,6,2,4,1,0,1,0,1,9,3,0,3,0,0,4,2,2,0,0,1,1,1,0,2,0,0,0,3,2,1,0,1,1,1,0,8,4,3,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,2,2,4,2,12,1,8,7,0,2
52 - Δωδεκανήσου,126 E.T. Δήμου Κω,496,262,8,1,9,253,134,35,11,21,64,57,15,7,35,0,3,0,26,6,5,3,37,5,22,2,23,1,0,10,13,4,3,4,9,0,2,1,7,5,2,2,0,2,1,0,4,1,1,0,0,1,0,5,4,1,5,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,3,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4,2,1,1,3,0,0,1,1,0
52 - Δωδεκανήσου,127 E.T. Δήμου Κω,508,295,6,2,8,287,185,63,5,38,60,102,25,6,27,0,3,2,12,3,3,6,30,5,17,5,18,0,0,7,16,3,2,2,11,2,2,3,8,1,4,2,1,3,3,1,3,1,1,1,0,2,0,2,1,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,3,3,2,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,1,0,1
52 - Δωδεκανήσου,128 E.T. Δήμου Κω,479,312,7,2,9,303,177,70,7,65,53,62,49,3,23,0,3,1,16,1,0,3,59,7,33,4,40,0,3,7,15,4,2,1,12,1,0,2,5,1,0,4,0,2,1,0,3,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,4,0,0,2,1,3,2,0,0,4,1,1,1,2,1
52 - Δωδεκανήσου,129 E.T. Δήμου Κω,484,309,10,2,12,297,146,70,6,55,52,40,22,5,32,0,2,1,16,3,2,1,63,4,39,5,52,4,0,2,12,5,1,2,10,0,0,0,15,5,6,5,0,2,0,3,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,4,4,2,2,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,3,1,0,0,0,0,3,3,0,0,2,2,1,1,0,0,2,1,0,0,5,1,2,3,1,0
52 - Δωδεκανήσου,130 E.T. Δήμου Κω,481,316,3,1,4,312,140,57,2,51,53,48,19,0,28,0,4,2,12,6,1,3,95,15,61,6,63,5,1,11,13,3,1,1,10,0,1,1,5,4,3,1,0,0,2,0,2,0,1,0,0,0,0,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,5,4,0,0,0,0,3,2,1,0,2,2,1,0,6,1,3,1,2,0
52 - Δωδεκανήσου,131 E.T. Δήμου Κω,469,279,12,1,13,266,131,49,7,57,55,33,20,3,34,0,2,1,23,4,4,4,61,12,31,5,43,3,1,0,13,6,0,1,10,1,1,1,10,0,2,5,2,2,2,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,0,0,1,0,1,1,0,0,5,0,1,2,0,0
52 - Δωδεκανήσου,132 E.T. Δήμου Κω,470,290,11,2,13,277,133,48,9,47,53,47,22,5,29,0,3,4,13,2,3,5,71,12,42,5,48,3,2,4,10,3,2,3,7,0,1,0,7,3,1,1,0,0,1,0,5,2,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,1,1,0,0,2,1,0,0,3,2,3,2,1,0,3,0,0,0,2,0,1,1,1,1
52 - Δωδεκανήσου,133 E.T. Δήμου Κω,433,261,8,3,11,250,125,42,6,61,48,43,13,3,29,0,1,0,20,5,2,3,59,8,42,9,41,3,1,0,14,4,2,0,11,0,3,0,8,1,4,1,1,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,4,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,3,2,0,0,2,1,1,0,0,1
52 - Δωδεκανήσου,134 E.T. Δήμου Κω,561,320,7,1,8,312,152,78,12,30,40,36,20,8,56,0,6,3,29,6,2,3,43,3,17,2,27,2,0,7,5,2,0,0,2,0,0,0,10,0,3,4,0,0,2,2,8,3,2,0,0,0,2,2,1,2,1,0,0,0,0,1,0,0,0,3,3,0,0,4,2,2,1,7,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,0,0,0,0,2,1,1,0,2,1,1,0,11,1,2,1,2,5
52 - Δωδεκανήσου,135 E.T. Δήμου Κω,562,345,12,2,14,331,171,79,5,47,39,39,38,10,46,0,0,1,26,6,1,5,30,5,22,2,17,1,1,2,20,6,2,1,14,3,1,2,16,2,1,6,1,3,1,6,5,3,3,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,1,1,7,4,0,0,1,1,2,2,1,0,7,5,0,0,10,5,4,1,4,0
52 - Δωδεκανήσου,136 E.T. Δήμου Κω,563,317,7,2,9,308,182,102,17,65,52,45,19,9,27,0,6,3,9,2,1,3,37,4,12,3,23,1,1,6,7,2,1,0,4,0,0,0,16,4,4,7,3,1,0,0,8,1,2,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,3,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,1,2,1,1,1,0,0,0,0,0,4,2,1,1,5,3,0,0,6,1,1,0,1,1
52 - Δωδεκανήσου,137 E.T. Δήμου Κω,557,331,8,2,10,321,146,90,8,20,51,35,22,4,68,0,7,6,46,4,4,4,30,5,10,1,18,1,1,6,14,5,2,2,12,0,0,0,12,4,3,6,0,2,0,3,4,2,3,1,1,0,1,3,2,1,3,0,0,0,0,0,0,0,0,1,1,0,0,6,5,0,0,8,4,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,2,0,0,4,3,5,3,2,1,4,3,0,0,10,2,4,2,1,1
52 - Δωδεκανήσου,138 E.T. Δήμου Κω,557,308,9,3,12,296,153,62,14,45,41,54,19,6,36,0,6,3,20,4,3,6,29,2,13,1,21,1,1,2,15,5,3,1,11,0,1,2,19,2,4,12,0,1,2,6,4,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,7,6,2,2,4,3,1,2,0,0,1,1,0,0,0,0,4,0,3,1,0,0,0,3,1,1,1,0,0,6,6,0,0,0,0,5,5,1,1,3,3,0,0,4,1,1,1,1,2
52 - Δωδεκανήσου,139 E.T. Δήμου Κω,533,349,7,2,9,340,178,83,10,34,43,65,29,8,35,0,2,3,21,3,3,6,43,8,24,2,19,0,1,10,15,3,3,0,10,0,2,2,19,2,2,10,2,4,5,2,2,0,1,0,0,0,0,2,2,1,1,0,0,0,0,1,0,0,0,1,1,0,0,8,3,3,3,8,5,2,2,1,0,0,0,0,0,2,0,3,0,0,1,1,0,0,0,0,0,0,2,1,2,1,0,0,1,1,3,2,1,0,3,3,1,1,9,1,4,4,2,1
52 - Δωδεκανήσου,140 E.T. Δήμου Κω,525,330,6,3,9,321,177,96,9,44,46,52,27,8,47,0,3,4,24,0,5,3,42,5,23,1,30,0,1,13,13,2,2,1,13,1,0,0,10,2,4,4,1,0,3,0,3,2,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,8,2,1,1,9,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,1,0,0,0,0,0,0,6,0,4,3,1,0
52 - Δωδεκανήσου,141 E.T. Δήμου Κω,512,377,11,1,12,365,158,72,9,34,32,55,24,4,58,0,10,6,31,8,3,8,43,7,21,1,19,0,1,4,17,7,2,2,11,0,2,0,29,4,5,16,1,1,1,0,11,4,2,1,0,1,1,2,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,6,5,2,2,0,0,0,0,0,0,0,0,7,0,2,2,0,0,3,3,3,1,0,1,1,1,1,3,3,3,3,4,2,2,0,4,2,0,0,10,5,2,1,2,1
52 - Δωδεκανήσου,142 E.T. Δήμου Κω,532,343,6,3,9,334,178,72,7,38,43,53,31,10,49,0,6,2,32,3,5,3,31,4,11,3,10,1,2,15,11,3,2,0,8,0,2,0,13,4,4,1,0,3,3,2,10,0,5,1,0,2,2,1,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,4,1,1,2,10,8,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,1,5,5,0,0,0,0,1,0,0,0,5,4,0,0,9,2,3,1,0,0
52 - Δωδεκανήσου,143 E.T. Δήμου Κω,552,282,4,1,5,277,136,68,2,23,33,32,31,14,33,0,2,1,24,3,3,1,34,4,10,0,19,1,2,3,15,3,3,1,7,0,1,0,21,5,2,12,3,0,2,1,4,2,1,1,0,1,2,1,1,1,0,0,0,0,0,1,0,0,0,4,3,1,0,1,1,0,0,8,3,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,3,2,0,0,0,0,3,2,0,0,8,3,5,1,1,0
52 - Δωδεκανήσου,144 E.T. Δήμου Κω,579,332,16,6,22,310,148,67,3,24,34,58,19,11,37,0,1,1,16,3,1,3,23,4,4,0,16,0,1,2,25,0,7,0,15,2,0,3,11,2,0,7,0,0,1,2,11,2,3,1,0,0,1,7,2,1,2,2,1,0,0,1,0,0,0,5,2,0,0,6,6,2,1,13,5,4,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,2,2,1,0,0,1,1,4,1,0,0,2,1,0,0,6,1,1,0,2,0
52 - Δωδεκανήσου,145 E.T. Δήμου Κω,599,347,15,1,16,331,191,92,15,39,60,55,29,7,44,0,2,4,19,3,3,4,31,8,13,1,16,3,0,1,7,0,2,0,4,1,1,1,15,3,3,6,0,0,4,2,4,2,2,2,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,2,1,2,2,2,1,0,0,7,3,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,3,1,0,0,1,1,5,3,0,0,3,1,1,1,7,3,3,0,0,0
52 - Δωδεκανήσου,146 E.T. Δήμου Κω,550,303,6,2,8,295,143,71,10,22,36,45,24,8,33,0,4,2,13,1,1,2,30,5,10,2,18,0,0,4,16,6,6,1,9,0,3,0,22,1,0,16,1,2,2,5,13,3,2,3,0,1,4,2,0,2,0,1,0,0,0,2,1,1,0,2,1,1,0,8,6,1,0,3,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,1,4,3,5,2,0,0,4,0,3,3,0,0
52 - Δωδεκανήσου,147 E.T. Δήμου Κω,557,326,11,3,14,312,173,93,6,43,32,49,26,5,33,0,2,1,17,3,0,3,47,4,12,3,25,3,0,9,11,6,1,0,9,1,0,0,15,3,1,9,3,1,1,0,6,1,2,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,4,1,0,4,2,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,3,3,0,0,0,0,2,1,0,0,2,1,0,0,6,2,4,3,1,0
52 - Δωδεκανήσου,148 E.T. Δήμου Κω,526,264,19,2,21,243,119,57,6,23,33,44,19,6,31,0,5,4,22,3,2,1,29,5,16,1,18,0,0,5,21,8,4,1,18,1,3,0,8,1,0,6,1,2,1,1,11,3,2,3,0,0,1,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,3,2,2,2,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,2,1,1,2,2,1,0,4,1,0,2,0,0
52 - Δωδεκανήσου,149 E.T. Δήμου Κω,540,298,5,5,10,288,147,64,10,41,38,48,23,6,52,0,9,1,38,3,10,9,33,5,16,3,18,1,1,3,7,4,1,0,6,0,0,0,10,2,0,9,1,0,0,1,3,1,2,1,1,0,1,0,0,0,0,2,1,0,0,2,1,2,1,5,4,1,0,1,1,0,0,5,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,6,0,0,1,0,2,2,1,0,3,1,0,0,4,1,3,1,1,0
