ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΖΕΜΠΙΛΗΣ ΑΘΑΝΑΣΙΟΣ του Γεωργίου,ΚΑΡΑΜΠΑΤΣΩΛΗ ΚΩΝΣΤΑΝΤΙΝΑ του Θεοδώρου,ΚΑΡΒΕΛΑΣ ΣΤΥΛΙΑΝΟΣ (ΣΤΕΛΙΟΣ) του Ιωάννη,ΚΕΔΙΚΟΓΛΟΥ ΣΥΜΕΩΝ (ΣΙΜΟΣ) του Βασιλείου,ΛΑΓΟΣ ΦΩΤΙΟΣ του Κωνσταντίνου,ΠΝΕΥΜΑΤΙΚΟΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,ΣΤΑΜΑΤΕΑ-ΒΑΡΔΟΥΛΑΚΗ ΑΝΑΣΤΑΣΙΑ του Κωνσταντίνου,ΤΡΙΓΩΝΗ ΠΑΝΑΓΙΩΤΑ (ΓΙΩΤΑ) του Μάνθου-Κωνσταντίνου,ΣΥΡΙΖΑ,ΑΚΡΙΩΤΟΥ ΘΕΟΔΩΡΑ του Γεωργίου,ΑΠΟΣΤΟΛΟΥ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΓΙΑΧΟΛΛΑΡΗ ΑΓΓΕΛΟΣ ΔΙΟΝΥΣΙΟΣ του Νίκο,ΘΑΛΑΣΣΙΝΟΥ ΑΛΕΞΑΝΔΡΑ του Γεωργίου,ΚΕΔΙΚΟΓΛΟΥ ΣΥΜΕΩΝ του Άγγελου,ΛΙΒΑΝΙΟΥ ΖΩΗ του Ευάγγελου,ΦΡΥΓΑΝΙΩΤΗ ΕΥΛΑΜΠΙΑ (ΒΑΝΑ) του Γεωργίου,ΧΑΤΖΗΓΙΑΝΝΑΚΗΣ ΜΙΛΤΙΑΔΗΣ του Ευάγγελου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΘΕΟΔΩΡΟΥ ΑΛΕΞΑΝΔΡΟΣ του Ιωάννη,ΚΑΖΑΝΗ ΑΙΚΑΤΕΡΙΝΗ του Νικολάου,ΚΑΛΑΒΡΗΣ ΙΩΑΝΝΗΣ του Αθανασίου,ΚΙΟΥΚΗ ΜΑΡΙΑ του Κωνσταντίνου,ΜΠΟΥΡΑΝΤΑΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΣΟΥΡΡΑΣ ΙΩΑΝΝΗΣ του Σπυρίδωνος,ΤΑΡΤΗΣ ΑΘΑΝΑΣΙΟΣ του Γεωργίου,ΤΟΥΛΟΥΜΗ ΑΝΝΑ - ΕΙΡΗΝΗ του Νικολάου,Κ.Κ.Ε.,ΑΥΛΩΝΙΤΗ ΔΗΜΗΤΡΑ (ΤΑΝΙΑ) του Ευαγγέλου,ΓΕΩΡΓΑΝΤΖΗΣ ΕΥΑΓΓΕΛΟΣ του Κωνσταντίνου,ΜΑΡΙΝΟΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΜΟΥΤΟΥΣΙΔΗΣ ΣΤΕΦΑΝΟΣ του Γεωργίου,ΠΑΠΑΣΩΤΗΡΙΟΥ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΠΥΘΟΥΛΑ ΓΕΩΡΓΙΑ ΔΕΣΠΟΙΝΑ του Παρασκευά,ΤΖΑΒΑΡΑΣ ΙΩΑΝΝΗΣ του Ευαγγέλου Αντωνίου,ΤΣΙΒΙΚΑ ΓΡΑΝΕΤΑ του Ευαγγέλου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΡΜΟΝΗΣ ΒΑΣΙΛΕΙΟΣ του Νικολάου,ΓΙΑΠΑΠΠΑ ΕΥΑΓΓΕΛΙΑ του Ευσταθίου,ΚΑΤΣΙΑΜΑΚΑΣ ΙΩΑΝΝΗΣ του Σπυρίδωνος,ΛΙΩΝΗΣ ΕΥΑΓΓΕΛΟΣ του Ιωάννη,ΜΠΑΣΟΥΚΟΣ ΑΠΟΣΤΟΛΟΣ του Ανέστη,ΠΑΠΑΝΔΡΕΟΥ ΔΑΥΙΔ- ΕΥΣΤΑΘΙΟΣ του Νικολάου,ΤΣΑΛΑΜΑΝΙΟΥ ΑΜΒΡΟΣΙΑ του Στρατηγάκη,ΤΣΙΜΠΟΥ ΦΩΤΕΙΝΗ του Χρήστου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΛΕΞΙΟΥ ΔΗΜΗΤΡΙΟΣ του Ευαγγέλου,ΕΛΕΥΘΕΡΙΑΔΟΥ ΔΕΣΠΟΙΝΑ του Σωκράτη,ΚΑΡΑΠΑ ΑΓΓΕΛΙΚΗ του Ιωάννη,ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ ΕΥΘΥΜΙΟΣ (ΜΑΚΗΣ) του Ιωάννη,ΠΑΠΑΛΥΜΠΕΡΗΣ ΙΣΙΔΩΡΟΣ του Δημητρίου,ΡΟΓΚΑ ΣΠΥΡΙΔΑ (ΙΡΙΔΑ) του Γεωργίου,ΣΤΟΥΡΝΑΡΑΣ ΙΩΑΝΝΗΣ-ΛΑΖΑΡΟΣ του Κωνσταντίνου,ΧΑΤΖΗΚΑΛΥΜΝΙΟΥ ΔΗΜΗΤΡΑ του Στέργου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΟΡΔΩΝΗ ΣΟΦΙΑ του Αθανασίου,ΚΥΡΙΑΖΗΣ ΕΥΑΓΓΕΛΟΣ του Κωνσταντίνου,ΤΟΥΛΙΤΣΗΣ ΕΠΑΜΕΙΝΩΝΔΑΣ του Κωνσταντίνου,ΦΟΝΤΟΡ ΕΛΕΝΑ του Αντρέι,ΧΡΙΣΤΟΦΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του Ιωάννη,Κ.Κ.Ε. (μ-λ),ΤΣΙΛΙΧΡΗΣΤΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Ο.Κ.Δ.Ε.,ΔΗΜΑΤΑ ΑΝΑΣΤΑΣΙΑ του Παναγιώτη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΘΕΟΤΟΚΑΤΟΣ ΛΟΥΚΑΣ του Ανδρέα,ΚΙΤΣΟΣ ΙΩΑΝΝΗΣ του Ζώη,ΚΟΥΡΝΟΠΟΥΛΟΥ ΑΝΤΩΝΙΑ του Δημοσθένη,ΜΠΕΝΖΕΛΟΥΝ ΑΡΑΜΠΙ ΣΟΦΙΑ του Αμπτελσαμάντ,ΜΠΟΥΣΟΥΛΑΣ ΘΕΟΔΩΡΟΣ του Χαραλάμπους,ΤΡΑΧΑΝΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,Κίνημα 21,ΜΟΣΣ ΕΒΕΛΙΝΑ – ΓΕΩΦΡΑΝΑ του Ντόναλντ,ΡΕΓΚΟΥΚΟΣ ΣΤΑΜΑΤΙΟΣ του Θεόδωρου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΦΟΥΣΤΕΡΗΣ ΙΩΑΝΝΗΣ του Νικήτα,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΑΘΑΝΑΣΙΑΔΗ ΝΑΤΑΛΙΑ του Ιωάννη,ΠΟΛΙΤΗΣ ΧΡΗΣΤΟΣ του Ιωάννη,ΣΤΑΜΑΤΙΟΥ ΧΡΗΣΤΟΣ του Ιωάννη,ΝΙΚΗ,ΤΣΟΚΑΣ ΑΘΑΝΑΣΙΟΣ του Νικολάου,κοινωνία αξιών,ΠΑΝΑΓΙΩΤΟΥ ΑΛΕΞΑΝΔΡΑ του Δημητρίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΒΑΛΒΗ ΜΑΡΙΑ του Νικολάου,ΓΑΖΑΚΗ ΘΕΑΝΩ του Κωνσταντίνου,ΜΗΤΣΑΣ ΔΗΜΗΤΡΙΟΣ του Παντελή,Ο.Α.Κ.Κ.Ε.,ΜΗΛΤΣΟΥ ΒΑΣΙΛΙΚΗ του Στεφάνου,Μ-Λ Κ.Κ.Ε.,ΖΩΓΡΑΦΟΥ ΣΟΥΛΤΑΝΑ του Κωνσταντίνου,Ελλήνων Συνέλευσις,ΘΕΜΕΛΗΣ ΧΡΙΣΤΟΦΟΡΟΣ του Ιωάννη,ΙΑΚΩΒΟΥ ΑΝΑΣΤΑΣΙΑ του Πέτρου,Ένωση Κεντρώων,ΓΙΑΝΝΑΚΟΥΡΗ ΑΝΝΑ - ΜΑΡΙΑ του Αναστασίου,ΓΚΑΒΑΛΗΣ ΝΙΚΟΛΑΟΣ του Προκοπίου,ΔΡΟΥΛΙΑΣ ΕΥΘΥΜΙΟΣ του Δημητρίου,ΣΥΡΟΠΟΥΛΟΥ ΕΛΕΝΗ του Κωνσταντίνου,ΤΣΙΜΠΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΝΤΕΡΜΠΕΝΤΕΡΗ ΚΡΥΣΤΑΛΛΙΑ του Αθανασίου,ΧΑΡΑΛΑΜΠΟΥΣ ΓΙΑΝΝΗΣ του Ευσταθίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΔΑΥΡΗΣ ΑΛΕΞΑΝΔΡΟΣ του Ανδρέα,ΔΕΔΕΣ ΙΩΑΝΝΗΣ του Αντωνίου,ΛΑΜΠΡΟΥ ΣΤΑΥΡΟΣ του Γεωργίου,ΜΑΛΑ ΛΟΥΚΙΑ του Μιλτιάδη,ΜΑΡΜΑΡΙΝΟΣ ΧΡΗΣΤΟΣ του Αναστασίου,ΜΗΤΣΙΟΠΟΥΛΟΥ ΕΥΘΥΜΙΑ του Αντωνίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΥΜΟΥΡΤΖΗ ΕΛΕΝΗ του Αποστόλου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΓΛΥΤΣΗΣ ΕΜΜΑΝΟΥΗΛ του Γεωργίου,Κ.Ο.Τ.Ε.Σ.,ΜΠΑΪΚΟΥΣΗ ΑΛΕΞΑΝΔΡΑ του Αθανασίου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΑΛΟΓΙΑΝΝΗΣ ΚΛΕΑΡΧΟΣ του Κωνσταντίνου,ΜΕΤΑΛΛΗΝΟΥ ΕΥΑΓΓΕΛΙΑ του Σπυρίδωνος,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΤΕΛΙΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,Οικολόγοι Πράσινοι,ΠΟΛΙΤΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Φωκίωνα,ΕΑΝ...,ΠΑΡΙΣΗ - ΚΟΤΣΟΠΟΥΛΗ ΑΙΚΑΤΕΡΙΝΗ του Δημητρίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΝΤΑΛΙΑΝΗΣ ΑΡΓΥΡΙΟΣ του Στεφάνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ ΖΩΗ του Νικολάου,ΔΡΑΚΟΥΛΗΣ ΑΛΕΞΑΝΔΡΟΣ του Γεωργίου,ΚΑΨΟΡΑΧΗΣ ΑΘΑΝΑΣΙΟΣ του Ευσταθίου,ΡΟΥΜΠΗΣ ΕΥΑΓΓΕΛΟΣ του Ευθυμίου,ΣΤΑΡΑΝΤΖΗ ΜΑΡΙΑ του Γεωργίου
37 - Ευβοιας,94 E.T. Δήμου Ιστιαίας - Αιδηψού,410,257,5,0,5,252,97,44,6,1,44,0,22,1,13,42,3,19,2,2,15,3,3,8,35,11,9,6,0,0,23,1,0,19,2,1,9,2,12,4,3,0,25,3,2,15,1,4,8,0,1,0,0,0,0,0,0,0,0,0,5,0,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,2,1,1,2,2,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,5,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,5,5,0,1,0,0
37 - Ευβοιας,95 E.T. Δήμου Ιστιαίας - Αιδηψού,398,250,8,0,8,242,73,35,2,4,24,1,10,9,2,31,6,12,1,1,17,1,1,4,41,9,0,1,0,1,35,5,1,26,3,12,5,1,16,1,0,5,30,0,1,6,0,1,23,1,0,7,3,0,3,0,1,1,0,0,3,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,4,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,8,8,7,1,1,0,0,0,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,2,1,2,0,5,5,1,1,0,1
37 - Ευβοιας,96 E.T. Δήμου Ιστιαίας - Αιδηψού,398,236,7,6,13,223,84,31,5,1,44,1,14,10,8,35,1,8,0,0,18,2,1,4,35,7,3,1,1,3,21,2,3,24,2,5,7,0,14,7,3,3,19,0,0,1,0,1,17,0,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,3,3,1,2,0,0,0,0,3,0,0,0,1,1,0,2,1,0,0,0,0,0,0,3,3,0,0,0,1
37 - Ευβοιας,97 E.T. Δήμου Ιστιαίας - Αιδηψού,371,251,7,0,7,244,84,62,3,2,38,3,25,2,3,46,7,16,0,4,14,10,6,11,34,5,12,6,1,10,15,3,1,47,1,16,16,1,27,2,0,6,14,0,1,9,1,0,1,0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0
37 - Ευβοιας,98 E.T. Δήμου Ιστιαίας - Αιδηψού,385,242,0,0,0,242,96,61,8,4,45,1,21,9,6,35,3,13,0,0,19,10,0,4,26,3,11,1,1,7,15,2,1,38,2,14,12,1,23,1,1,4,15,3,0,11,0,3,5,0,0,6,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,1,0,0,0,0,0,0,0,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,9,9,0,0,0,1
37 - Ευβοιας,99 E.T. Δήμου Ιστιαίας - Αιδηψού,111,59,0,0,0,59,12,10,0,0,7,0,3,0,2,18,0,7,0,1,16,3,0,2,11,1,5,1,0,0,9,0,0,16,1,6,8,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
37 - Ευβοιας,100 E.T. Δήμου Ιστιαίας - Αιδηψού,166,103,1,1,2,101,40,13,7,2,16,1,8,3,8,19,2,9,0,1,9,1,1,7,9,5,4,0,0,0,6,0,0,20,1,0,15,2,16,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0
37 - Ευβοιας,101 E.T. Δήμου Ιστιαίας - Αιδηψού,552,367,5,3,8,359,176,74,7,6,121,1,33,5,47,64,4,28,1,4,44,2,4,10,59,18,9,5,0,2,35,4,1,9,1,3,2,0,4,0,0,0,18,2,3,4,2,1,9,1,0,4,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,1,0,3,3,0,0,1,0,0,0,0,0,0,0,5,5,2,2,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,2,1,1,0,1,0,3,3,0,1,0,1
37 - Ευβοιας,102 E.T. Δήμου Ιστιαίας - Αιδηψού,457,270,1,3,4,266,85,38,5,1,29,0,10,4,14,55,8,10,3,5,30,1,0,7,43,12,6,2,0,6,27,0,0,20,1,16,4,0,5,1,1,2,12,1,2,0,0,4,3,1,0,5,0,0,0,1,2,0,0,1,3,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,3,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,6,4,1,0,1,0,0,0,0,4,3,0,0,1,1,1,2,0,1,1,0,0,0,0,16,16,1,2,0,2
37 - Ευβοιας,103 E.T. Δήμου Ιστιαίας - Αιδηψού,501,311,8,1,9,302,122,54,4,2,59,1,28,2,6,50,5,16,1,2,37,3,0,7,60,2,9,3,0,5,53,4,1,23,2,9,4,0,11,7,0,4,10,0,0,6,0,0,6,0,0,3,0,0,1,0,0,0,1,1,2,0,0,0,0,1,2,2,0,0,3,1,0,1,0,0,0,1,0,0,1,0,3,1,1,1,6,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,1,1,4,2,0,0,0,0,0,0,0,0,0,1,1,0,0,6,6,3,0,0,1
37 - Ευβοιας,104 E.T. Δήμου Ιστιαίας - Αιδηψού,522,334,3,3,6,328,118,47,3,1,68,2,26,5,10,75,5,19,3,5,45,4,3,12,58,1,2,4,0,3,46,9,1,22,3,7,10,0,10,1,1,0,9,2,0,3,0,0,4,0,1,6,2,2,0,0,0,0,0,0,9,1,0,2,0,7,2,0,0,0,0,0,0,0,0,0,0,6,6,6,1,0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,0,0,0,0,0,0,0,3,2,1,1,1,0,0,0,0,1,0,2,2,0,0,4,4,1,0,0,1
37 - Ευβοιας,105 E.T. Δήμου Ιστιαίας - Αιδηψού,513,303,2,1,3,300,117,50,6,1,69,1,13,1,8,46,4,13,3,4,32,3,2,9,45,4,2,3,0,2,37,1,2,29,2,6,12,0,15,1,0,0,16,3,2,7,1,0,7,1,1,9,2,1,0,0,1,3,4,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,1,4,1,0,0,0,0,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,1,1,0,0,0,2,2,0,0,0,0,0,3,0,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,8,8,0,0,0,1
37 - Ευβοιας,106 E.T. Δήμου Ιστιαίας - Αιδηψού,523,312,4,2,6,306,114,43,9,6,59,0,17,1,3,61,5,18,2,1,36,0,6,14,46,3,7,1,0,1,43,1,0,29,2,4,13,0,15,4,0,0,10,1,0,3,1,0,5,1,1,8,3,0,2,0,2,2,1,1,13,1,1,1,3,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,3,3,0,0,0,0,0,1,0,0,0,1,0,11,11,1,1,1,1
37 - Ευβοιας,107 E.T. Δήμου Ιστιαίας - Αιδηψού,513,326,14,5,19,307,127,53,4,3,79,1,25,5,5,51,0,14,0,6,35,1,4,2,60,1,6,1,0,4,55,1,0,15,2,2,3,0,6,1,0,0,16,3,1,6,0,1,9,1,1,2,1,0,0,0,0,0,1,0,4,0,1,1,1,3,0,0,0,0,4,2,1,0,0,1,2,0,0,0,0,0,2,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,8,8,1,2,2,1
37 - Ευβοιας,108 E.T. Δήμου Ιστιαίας - Αιδηψού,518,304,4,0,4,300,82,24,2,3,48,1,8,4,5,63,5,19,0,3,40,0,1,4,61,5,7,3,0,2,54,4,1,30,1,4,13,1,18,3,1,0,15,1,1,8,1,2,3,1,0,9,4,2,1,0,0,0,0,0,6,0,0,0,1,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,5,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,5,3,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,11,11,1,1,1,0
37 - Ευβοιας,109 E.T. Δήμου Ιστιαίας - Αιδηψού,518,325,8,3,11,314,125,49,1,1,72,1,20,6,10,56,3,20,1,3,35,2,2,7,56,2,5,6,1,0,49,3,2,14,2,4,6,0,8,2,0,2,20,2,0,5,1,0,9,0,0,9,4,0,2,0,3,0,1,4,3,1,0,0,1,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,1,2,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,6,2,0,0,1,0,1,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,8,8,1,1,0,2
37 - Ευβοιας,110 E.T. Δήμου Ιστιαίας - Αιδηψού,516,253,5,1,6,247,90,43,2,0,38,2,13,5,7,45,4,17,0,3,29,3,2,5,47,1,7,6,1,0,42,0,0,17,1,1,4,0,10,6,1,0,19,2,0,11,0,2,6,0,2,3,1,0,1,0,0,0,0,0,3,0,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,5,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,5,5,2,0,0,1
37 - Ευβοιας,111 E.T. Δήμου Ιστιαίας - Αιδηψού,518,300,8,4,12,288,93,34,2,1,53,2,22,2,4,54,3,16,1,3,33,1,1,14,75,1,9,6,0,5,65,7,0,23,4,4,5,0,9,4,0,1,11,2,1,1,0,2,2,2,3,2,0,0,1,0,0,0,1,0,3,0,0,0,0,3,0,0,0,0,2,1,0,0,1,0,0,1,0,0,1,0,4,1,1,2,7,6,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,4,2,0,0,1,1,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,1
37 - Ευβοιας,112 E.T. Δήμου Ιστιαίας - Αιδηψού,478,281,3,0,3,278,94,37,4,2,43,1,19,1,9,40,2,11,3,4,26,1,1,7,57,2,6,3,0,2,51,1,0,20,1,5,11,0,13,2,0,1,19,2,0,6,0,1,12,1,1,4,2,0,1,0,0,0,0,2,9,1,0,0,1,9,0,0,0,0,1,0,0,0,0,0,0,2,1,2,2,1,2,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,2,0,0,3,2,1,0,0,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1,1,3,3,8,8,1,0,0,1
37 - Ευβοιας,113 E.T. Δήμου Ιστιαίας - Αιδηψού,161,97,1,0,1,96,38,22,3,3,18,0,6,4,0,8,0,7,0,0,5,0,0,1,24,8,2,10,0,0,14,4,0,6,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,5,5,1,0,0,0
37 - Ευβοιας,114 E.T. Δήμου Ιστιαίας - Αιδηψού,403,242,2,1,3,239,90,36,1,1,67,1,7,1,10,36,5,3,0,1,27,1,1,2,54,0,9,3,0,6,42,11,0,11,1,2,6,0,7,3,0,0,25,3,0,7,0,1,16,0,0,1,0,0,0,0,0,0,0,0,5,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,1,0,0,0,0,0,8,8,0,0,0,3
37 - Ευβοιας,115 E.T. Δήμου Ιστιαίας - Αιδηψού,111,58,1,0,1,57,21,12,1,0,10,0,2,1,4,11,0,3,0,0,6,0,2,0,16,0,9,1,1,0,10,5,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37 - Ευβοιας,116 E.T. Δήμου Ιστιαίας - Αιδηψού,225,130,1,2,3,127,31,10,3,3,15,1,3,4,1,18,2,6,1,1,7,0,0,5,28,1,2,0,2,2,23,3,0,12,2,2,5,0,7,0,0,1,13,0,1,7,1,1,5,0,0,2,1,0,0,0,0,0,0,0,12,0,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0
37 - Ευβοιας,117 E.T. Δήμου Ιστιαίας - Αιδηψού,385,231,3,0,3,228,47,13,1,0,19,2,9,2,4,55,6,11,2,4,29,2,16,5,36,4,4,0,1,3,30,10,0,28,2,6,14,0,18,1,1,1,21,0,0,15,1,0,8,0,0,7,4,0,3,0,2,0,0,0,9,0,0,0,5,7,0,0,0,0,2,0,1,1,1,0,1,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,9,6,0,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6,6,0,0,0,0
