ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΥΛΩΝΙΤΗ ΑΓΓΕΛΙΚΗ του Γεωργίου,ΓΚΙΚΑΣ ΣΤΕΦΑΝΟΣ του Σωτηρίου,ΚΑΡΥΔΗ ΕΥΑΓΓΕΛΙΑ (ΕΥΑ) του Σπυρίδωνος,ΚΡΟΚΙΔΗΣ ΣΠΥΡΙΔΩΝ του Αλεξάνδρου,ΣΠΥΡΟΥ ΑΓΓΕΛΟΣ του Σπυρίδωνος,ΣΥΡΙΖΑ,ΑΥΛΩΝΙΤΗΣ ΑΛΕΞΑΝΔΡΟΣ - ΧΡΗΣΤΟΣ του Νικολάου,ΓΟΝΙΔΗ-ΔΡΑΖΙΝΟΥ ΜΑΡΙΑ του Φραγκίσκου,ΚΑΛΟΥΔΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΠΑΓΚΡΑΤΗ ΕΛΕΝΗ - ΔΩΡΟΘΕΑ του Στεφάνου,ΠΑΝΔΗ ΝΙΚΟΛΕΤΤΑ του Κωνσταντίνου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΔΡΥ ΜΑΡΙΑ του Γεωργίου,ΚΛΗΜΗΣ ΝΙΚΗΦΟΡΟΣ του Κωνσταντίνου,ΚΟΥΛΟΥΡΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΜΠΙΑΓΚΗΣ ΔΗΜΗΤΡΙΟΣ του Σπυρίδωνος,ΠΕΤΣΙΟΥ ΒΑΣΙΛΙΚΗ (ΛΙΛΑ) του Ιωάννη,Κ.Κ.Ε.,ΚΕΛΑΝΔΡΙΑΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη,ΚΟΥΛΟΥΡΗΣ ΓΕΩΡΓΙΟΣ του Αλέξανδρου,ΜΠΑΛΟΥ ΑΛΕΞΑΝΔΡΑ του Αριστείδη,ΠΕΛΑΗΣ ΙΩΑΝΝΗΣ του Σπυρίδωνα,ΧΑΡΑΛΑΜΠΟΥΣ ΜΥΡΣΙΝΗ του Χαράλαμπου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΑΛΣΑΜΟΣ ΧΑΡΑΛΑΜΠΟΣ του Νικολάου,ΓΑΡΔΙΚΙΩΤΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΚΑΚΑΡΟΥΓΚΑ ΕΛΕΝΗ ΜΑΡΙΑ ΒΙΚΤΩΡΙΑ του Μεθοδίου Ιακώβου,ΜΠΑΛΩΜΕΝΟΣ ΓΑΣΠΑΡΗΣ του Γεωργίου,ΣΟΥΡΛΑ ΒΑΡΒΑΡΑ του Σταύρου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΛΕΞΑΚΗ ΕΥΑΓΓΕΛΙΑ (ΛΙΤΣΑ) του Νικολάου,ΑΡΜΕΝΙΑΚΟΣ ΣΠΥΡΙΔΩΝ (ΒΙΤΟΣ) του Γεωργίου,ΓΕΩΡΓΑΤΟΣ ΙΩΣΗΦ του Σπυρίδωνα,ΚΑΒΒΑΔΙΑΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΚΟΝΤΙΝΗ ΑΓΓΕΛΙΝΑ του Ευγένιου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΒΛΑΧΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΚΩΣΤΕΛΕΤΟΥ ΑΙΚΑΤΕΡΙΝΗ του Κωνσταντίνου,Κ.Κ.Ε. (μ-λ),ΚΟΤΡΩΝΟΥΛΑΣ ΓΡΗΓΟΡΙΟΣ του Δημητρίου,Ο.Κ.Δ.Ε.,ΓΚΟΥΡΔΟΥΚΗ ΜΑΡΙΑ του Σπυρίδωνος,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΡΑΣΑΚΗΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,ΛΙΑΜΠΟΤΗ ΑΝΑΣΤΑΣΙΑ του Σωτηρίου,ΛΙΜΠΕΡΑΤΟΣ ΓΕΩΡΓΙΟΣ ΘΕΟΧΑΡΗΣ του Παναγή,ΝΙΚΟΛΙΤΣΑ ΒΑΣΙΛΙΚΗ του Κωνσταντίνου,ΤΣΑΜΗΣ ΧΡΗΣΤΟΣ του Σάββα,Κίνημα 21,ΛΟΥΚΑΣ ΓΕΩΡΓΙΟΣ του Σπυρίδων,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΘΕΟΛΟΓΗΣ ΑΘΑΝΑΣΙΟΣ του Χαράλαμπου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΚΑΡΑΟΥΖΑ ΒΑΣΙΛΙΚΗ του Σωτηρίου,ΡΩΣΣΗΣ ΣΠΥΡΟΣ ΓΕΡΑΣΙΜΟΣ του Κωνσταντίνου,ΤΖΗΜΕΡΟΥ ΕΡΜΙΟΝΗ του Ηλία,ΝΙΚΗ,ΚΑΡΑΒΙΔΑΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΡΙΚΟΥ ΕΛΕΝΗ- ΣΟΦΙΑ του Σπυρίδωνος,ΤΣΟΥΓΑΝΑΤΟΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,κοινωνία αξιών,ΠΕΤΡΙΤΣΟΠΟΥΛΟΥ ΚΛΕΟΝΙΚΗ (ΝΙΚΗ) του Θεοδώρου - Κωνσταντίνου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΜΕΛΑΝΤΙΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αθανασίου,Ο.Α.Κ.Κ.Ε.,ΔΑΛΙΕΤΟΥ ΘΕΟΔΩΡΑ του Μιχαήλ,Μ-Λ Κ.Κ.Ε.,ΤΣΙΡΙΓΩΤΗΣ ΑΘΑΝΑΣΙΟΣ του Δημητρίου,Ελλήνων Συνέλευσις,ΒΑΣΙΛΑΚΗΣ ΣΤΥΛΙΑΝΟΣ του Νικολάου,ΒΕΡΓΗΣ ΑΛΕΞΑΝΔΡΟΣ του Σπυρίδων,ΔΑΣΚΑΛΙΕΡΟΣ ΕΥΓΕΝΙΟΣ του Λεωνίδα,ΛΑΔΟΒΡΕΧΗ ΑΙΚΑΤΕΡΙΝΗ του Σπυρίδων,ΠΑΛΑΙΟΧΩΡΙΤΗ ΕΥΣΤΑΘΙΑ του Δημοσθένη,Ένωση Κεντρώων,ΒΑΡΑΓΓΟΥΛΗ ΑΝΤΩΝΙΑ - ΕΛΕΝΗ του Δημητρίου,ΚΑΒΑΔΕΛΛΑΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΛΑΛΑΠΑΝΟΣ ΝΙΚΟΛΑΟΣ του Σπυρίδωνα,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΒΑΣΙΛΑΚΗΣ ΒΑΓΓΕΛΗΣ του Δημητρίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΒΛΑΧΟΣ ΕΥΑΓΓΕΛΟΣ του Νικολάου,ΚΕΦΑΛΛΩΝΙΤΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΛΙΝΑΡΔΟΥ ΚΛΕΙΩ του Κωνσταντίνου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΤΟΛΗΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,Κ.Ο.Τ.Ε.Σ.,ΛΟΥΒΡΟΣ ΒΑΣΙΛΕΙΟΣ-ΡΩΜΑΝΟΣ του Νικολάου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΓΕΡΟΜΕΡΙΑΤΗ ΜΑΡΙΑ του Δημητρίου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΘΥΜΗΣ ΣΠΥΡΙΔΩΝ του Αλεξίου,ΠΙΚΟΥΛΑ ΧΡΙΣΤΙΝΑ του Δημητρίου,ΕΑΝ...,ΧΡΥΣΙΚΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ (ΧΑΪΔΩ) του Χριστοφόρου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΜΠΡΙΛΑΚΗ ΕΛΕΥΘΕΡΙΑ του Ευαγγέλου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΒΟΥΡΛΗ ΚΩΛΕΤΤΗ ΒΑΣΙΛΙΚΗ του Αναργύρου,ΓΕΩΡΓΟΠΟΥΛΟΣ ΑΝΤΩΝΙΟΣ - ΣΠΥΡΙΔΩΝ του Νικολάου,ΖΕΡΒΟΥ ΑΡΕΤΟΥΣΑ (ΑΡΕΤΗ) του Γεωργίου
26 - Κέρκυρας,123 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,508,311,9,2,11,300,121,5,67,3,11,23,73,30,11,10,2,10,29,8,1,0,11,5,20,2,0,5,4,3,8,4,1,1,0,1,13,0,2,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,7,3,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,15,0,7,3
26 - Κέρκυρας,124 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,527,322,13,2,15,307,121,5,58,3,10,22,63,24,12,10,3,8,30,7,2,4,16,0,25,2,2,10,2,5,15,6,3,0,0,0,6,2,1,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,4,1,0,0,5,0,4,1,6,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,1,0,4,0,1,1,2,2,2,1,1,1,2,0,1,1,0,0,0,13,0,6,2
26 - Κέρκυρας,125 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,479,265,4,2,6,259,108,3,55,5,9,25,49,20,9,13,2,3,22,3,2,4,10,1,19,5,0,4,3,4,10,2,3,1,0,2,7,2,3,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,2,0,2,0,7,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,3,0,0,2,2,1,1,2,0,2,0,0,0,0,19,0,8,8
26 - Κέρκυρας,126 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,554,257,5,1,6,251,125,6,56,3,8,42,44,18,2,16,3,2,14,1,2,1,5,1,9,1,1,0,2,4,9,2,0,6,0,0,10,4,3,0,0,1,8,1,6,1,0,0,0,3,1,2,0,0,0,1,1,1,0,4,1,1,1,5,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2,4,0,0,0,0,0,0,0,1,0,1,0,0,1,1,5,0,5,0
26 - Κέρκυρας,127 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,557,275,5,1,6,269,121,3,50,3,15,44,46,23,4,7,2,4,20,3,3,4,6,4,19,1,1,3,4,9,12,4,2,2,1,2,11,4,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,1,7,2,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,2,0,2,0,2,1,1,0,2,2,0,0,0,2,2,0,0,10,0,7,3
26 - Κέρκυρας,128 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,515,264,4,1,5,259,117,15,49,0,15,29,53,20,6,14,7,4,28,5,2,3,13,2,13,0,1,7,1,1,11,5,0,4,0,2,5,4,0,0,0,0,4,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,2,1,0,0,0,0,2,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,2,2,0,0,2,2,0,0,0,1,0,0,0,10,1,7,1
26 - Κέρκυρας,129 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,517,316,8,4,12,304,145,14,58,2,19,41,57,24,7,4,5,3,20,4,1,1,9,2,18,3,1,3,5,3,9,2,0,3,0,2,8,1,1,1,2,1,7,0,7,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,6,4,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,6,1,1,3,1,1,0,0,1,1,2,0,0,1,0,0,0,14,2,7,0
26 - Κέρκυρας,130 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,511,265,5,3,8,257,105,3,51,3,11,24,42,15,5,7,4,4,18,2,1,1,12,1,10,1,0,3,2,3,14,6,2,2,0,1,10,5,0,0,3,0,5,1,4,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,7,1,5,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,1,1,0,0,0,0,3,0,0,2,1,0,5,1,1,1,6,1,1,0,0,0,0,22,0,13,4
26 - Κέρκυρας,131 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,526,246,9,0,9,237,135,6,62,8,11,41,34,12,2,8,2,5,16,6,1,2,4,2,7,0,0,1,3,3,4,1,1,1,0,0,9,2,0,3,0,2,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,7,0,3,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,3,1,0,1,1,0,1,0,0,0,2,2,0,1,0,0,0,6,1,2,1
26 - Κέρκυρας,132 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,482,277,9,3,12,265,109,2,59,5,14,16,42,16,7,5,1,3,22,9,4,2,6,0,22,1,2,4,3,8,15,0,2,5,1,1,10,3,2,0,1,2,1,0,1,2,1,0,0,0,0,0,0,0,0,2,2,4,2,0,0,0,0,7,2,4,0,0,0,0,0,0,0,1,1,7,3,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,3,1,1,1,1,0,0,0,0,0,0,13,1,9,1
26 - Κέρκυρας,133 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,497,289,7,2,9,280,121,4,53,9,25,25,50,12,15,8,4,6,21,5,2,0,7,2,19,3,0,4,0,7,12,3,3,3,1,1,4,0,0,1,2,0,6,2,4,0,0,0,0,1,0,1,0,0,0,2,1,3,3,1,0,0,0,4,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,3,1,0,1,1,0,6,2,2,1,1,0,0,0,0,0,0,19,2,6,10
26 - Κέρκυρας,134 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,475,272,9,0,9,263,121,7,55,2,17,30,56,22,8,5,3,5,22,4,2,0,10,2,17,1,1,4,5,3,6,2,2,0,0,1,8,0,1,1,0,0,7,2,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,5,0,5,0,0,0,0,0,1,0,1,1,3,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,9,2,4,1
26 - Κέρκυρας,135 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,493,282,15,0,15,267,97,5,39,6,23,14,52,16,8,8,4,7,23,6,0,3,7,3,15,1,0,6,0,4,9,1,3,1,0,3,6,1,2,0,1,1,2,0,2,0,0,1,0,2,0,0,0,0,1,4,2,1,1,2,0,0,1,9,2,5,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,11,2,1,4,0,0,2,1,2,1,3,0,2,1,0,0,0,21,2,10,3
26 - Κέρκυρας,136 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,499,282,10,1,11,271,93,3,44,3,20,15,53,16,8,13,3,3,35,10,1,2,14,2,17,0,0,6,3,4,13,1,1,6,0,0,10,6,1,1,1,1,7,3,3,0,0,0,0,1,0,0,0,0,0,3,3,2,2,5,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,4,1,1,1,1,1,1,1,0,0,3,0,2,0,0,0,0,17,2,9,3
26 - Κέρκυρας,137 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,485,276,7,3,10,266,121,5,55,2,28,21,34,9,4,9,0,7,30,13,0,0,12,3,12,0,1,2,3,0,7,0,1,4,0,1,7,0,2,0,3,1,6,1,5,1,1,1,0,0,0,0,0,0,0,6,1,2,1,3,0,2,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,1,7,4,2,1,0,0,2,0,2,3,1,0,0,15,4,6,1
26 - Κέρκυρας,138 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,396,189,5,0,5,184,59,4,27,3,8,9,37,12,5,16,0,3,20,3,1,4,5,4,6,1,0,0,2,3,19,3,0,12,0,0,5,2,0,0,0,0,4,0,4,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,0,0,5,0,4,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,2,1,0,0,1,1,1,0,1,1,1,0,0,14,2,8,1
26 - Κέρκυρας,139 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,487,268,14,1,15,253,86,3,44,10,11,11,66,22,14,12,6,5,32,4,1,1,17,4,19,1,0,5,7,5,3,0,0,0,0,0,13,4,1,1,3,1,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,3,0,2,1,1,0,0,13,0,10,1
26 - Κέρκυρας,140 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,498,317,3,4,7,310,122,7,52,4,21,28,64,16,8,17,5,7,37,8,1,5,14,6,24,4,1,4,3,5,10,3,2,3,0,1,10,2,1,0,3,1,7,0,6,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,0,2,0,0,1,0,2,2,4,1,1,0,0,0,0,14,2,11,0
26 - Κέρκυρας,141 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,388,281,5,1,6,275,95,7,45,4,16,15,63,20,10,6,2,12,28,4,0,5,11,4,9,0,0,4,0,3,14,6,2,5,0,0,7,1,0,0,0,0,6,3,2,0,0,1,1,2,0,0,0,0,1,1,1,1,1,5,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,2,1,0,0,3,3,4,0,1,1,0,0,2,1,1,0,2,0,2,0,0,0,0,26,1,18,3
26 - Κέρκυρας,142 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,500,292,9,4,13,279,94,2,59,3,9,18,53,16,11,11,2,7,29,6,2,2,16,0,16,1,0,3,3,4,16,6,1,5,0,1,12,3,0,0,1,3,10,4,4,0,0,0,0,5,0,0,1,1,3,2,1,2,1,3,0,0,0,4,1,2,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,1,1,0,0,0,0,3,2,0,0,1,0,2,2,0,0,1,0,0,2,1,0,0,20,3,11,2
26 - Κέρκυρας,143 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,304,158,5,0,5,153,59,2,35,4,4,12,35,11,2,12,2,2,20,4,1,4,8,0,7,1,1,2,0,2,6,0,0,2,0,0,4,0,0,0,1,1,4,0,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,3,0,1,0,0,0,2,0,3,1,0,0,0,0,0,0,0,4,0,3,1
26 - Κέρκυρας,144 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,293,163,8,2,10,153,41,0,28,1,5,5,42,17,3,12,1,9,15,3,0,1,11,0,16,1,1,1,1,10,6,0,2,0,0,3,6,3,0,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,8,2,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,1,0,0,1,0,0,0,7,0,4,2
26 - Κέρκυρας,145 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,538,329,3,3,6,323,117,4,60,6,11,23,66,22,10,5,1,9,32,7,1,2,15,4,23,4,0,3,1,7,10,4,2,1,1,0,11,2,3,0,1,1,8,3,3,0,0,1,1,2,0,0,0,0,0,1,1,5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,5,0,0,4,2,1,1,0,0,0,6,3,2,0,0,1,0,26,1,16,6
26 - Κέρκυρας,146 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,503,310,7,1,8,302,105,9,53,2,18,15,75,34,12,14,6,3,24,7,1,4,6,1,18,1,0,3,3,9,11,3,2,3,0,0,9,2,2,1,0,0,2,0,1,0,0,1,0,2,0,1,0,0,0,2,0,0,0,3,1,2,0,7,3,4,0,1,1,0,0,1,0,0,0,6,3,0,2,1,0,2,1,1,0,2,1,4,0,0,1,4,2,1,1,1,0,1,0,0,0,0,0,0,20,1,12,5
26 - Κέρκυρας,147 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,521,296,6,1,7,289,120,2,64,7,19,20,60,25,10,12,1,5,9,1,0,2,3,2,25,3,0,5,2,4,7,2,1,1,0,0,13,4,1,1,1,2,6,5,1,0,0,0,0,2,0,0,0,0,1,4,3,3,2,5,0,2,1,5,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,2,2,0,0,1,0,1,1,0,0,0,22,2,14,3
26 - Κέρκυρας,148 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,530,292,3,3,6,286,99,5,51,3,6,21,55,18,11,11,1,6,33,3,4,2,12,7,18,1,0,6,2,5,5,1,1,1,0,1,9,1,0,1,0,1,6,4,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,4,0,2,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,4,1,1,0,0,0,4,1,0,2,0,0,2,1,2,1,1,0,1,1,0,0,0,37,2,28,5
26 - Κέρκυρας,149 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,524,300,11,2,13,287,94,9,46,2,10,16,72,36,8,10,3,5,27,2,1,5,14,3,22,1,3,2,2,8,9,1,1,4,0,1,13,3,0,1,5,3,3,2,1,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0,1,0,3,1,2,0,0,0,1,1,0,0,0,0,6,3,1,1,0,1,1,1,0,0,2,1,1,0,0,1,0,0,0,0,2,2,4,0,3,0,0,0,0,23,1,20,2
26 - Κέρκυρας,150 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,545,326,8,2,10,316,127,2,74,3,13,26,55,23,7,9,0,9,30,5,2,4,13,3,16,2,2,4,3,2,11,1,3,2,0,3,7,1,0,1,1,0,6,4,1,0,0,2,2,4,0,1,1,0,1,0,0,1,0,4,1,3,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,1,1,1,1,4,0,1,0,0,0,0,38,1,32,2
26 - Κέρκυρας,151 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,543,108,1,0,1,107,63,0,53,1,5,3,15,6,2,5,0,2,17,3,0,0,13,1,6,0,0,2,2,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
26 - Κέρκυρας,152 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,573,168,1,0,1,167,93,3,58,0,19,9,22,15,0,0,1,4,20,2,0,9,7,1,10,1,0,2,0,4,6,0,1,1,1,1,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,3,2,1,0
26 - Κέρκυρας,153 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,387,212,3,0,3,209,94,11,49,3,11,13,34,8,2,7,2,9,30,12,0,2,15,0,16,1,0,2,3,7,8,2,2,2,0,0,7,4,0,0,1,0,2,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,1,0,1,1,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,4,1,3,0
26 - Κέρκυρας,154 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,360,232,15,0,15,217,85,3,54,1,12,5,44,10,0,16,0,6,26,9,1,1,12,0,10,0,1,2,2,2,17,3,2,4,1,0,4,1,0,0,0,0,4,2,1,0,0,0,0,1,0,0,0,1,0,1,0,5,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,3,1,0,0,0,0,0,1,1,0,0,6,0,3,2
26 - Κέρκυρας,155 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,194,92,1,2,3,89,34,2,18,1,2,8,9,4,2,0,0,2,21,4,3,4,7,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,6,1,5,0
26 - Κέρκυρας,156 E.T. Δήμου Κεντρικής Κέρκυρας και Διαποντίων Νήσων,335,195,7,0,7,188,64,12,31,2,10,6,38,3,4,8,2,15,24,9,4,2,6,2,17,1,0,7,1,5,6,0,3,1,0,0,5,3,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,3,3,3,2,0,0,1,1,0,1,0,0,0,11,4,1,2
